LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_1,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default,CHANGE_AMT1,CHANGE_AMT2,CHANGE_AMT3,CHANGE_AMT4,CHANGE_AMT5
80000.0,2,2,2,28,0,-1,-1,0,0,0,10084.0,79200.0,2108.0,2200.0,3006.0,2523.0,0,-9255.0,60984.0,-10766.0,-77.0,2040.0
60000.0,2,2,2,25,0,0,0,0,0,0,4749.0,1621.0,1400.0,1395.0,1500.0,1795.0,0,-2460.0,-5040.0,-3914.0,-87.0,78.0
230000.0,2,1,2,27,1,2,0,0,-1,-1,0.0,1000.0,135.0,4387.0,1670.0,2798.0,0,-1375.0,-34746.0,-3765.0,-2355.0,-2717.0
390000.0,2,1,2,30,0,0,0,0,0,0,4300.0,3437.0,3346.0,3475.0,5000.0,10005.0,0,3005.0,1165.0,1949.0,1943.0,3376.0
110000.0,2,2,1,28,0,0,0,0,0,0,1300.0,1054.0,1000.0,1000.0,1000.0,1500.0,0,853.0,201.0,747.0,151.0,916.0
50000.0,1,1,2,24,1,-2,-2,-2,-2,-1,0.0,0.0,0.0,0.0,181.0,1685.0,0,0.0,0.0,0.0,0.0,181.0
20000.0,2,2,1,35,1,2,2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,1,-1732.0,-35650.0,0.0,0.0,0.0
100000.0,1,2,2,29,0,0,0,-2,-2,-2,2106.0,0.0,0.0,0.0,0.0,0.0,0,-53464.0,-11860.0,0.0,0.0,0.0
70000.0,2,3,1,33,0,0,0,0,0,0,10580.0,8009.0,10004.0,5000.0,5000.0,5000.0,0,-9921.0,685.0,168.0,-5072.0,-264.0
150000.0,1,2,1,31,2,2,0,0,0,0,57.0,6203.0,2819.0,3109.0,2842.0,3024.0,0,-7445.0,-14084.0,-48883.0,-1209.0,-6535.0
390000.0,1,1,2,31,0,0,0,0,0,0,2227.0,2400.0,2180.0,1036.0,2071.0,3291.0,0,-2242.0,173.0,1780.0,856.0,-15965.0
50000.0,1,2,1,22,0,0,0,-1,-1,0,3690.0,2500.0,942.0,19792.0,727.0,792.0,0,2904.0,-1369.0,-47210.0,17908.0,17.0
90000.0,1,2,2,26,2,2,-1,2,0,0,0.0,95800.0,0.0,6000.0,3000.0,3000.0,0,-18983.0,-10794.0,-25558.0,4621.0,51312.0
290000.0,2,2,2,30,0,0,0,-1,0,0,12549.0,7003.0,234456.0,9500.0,7592.0,7626.0,1,7236.0,-138103.0,76329.0,2357.0,-25576.0
20000.0,1,2,2,24,0,0,2,0,0,0,3232.0,0.0,815.0,858.0,832.0,560.0,0,1209.0,-928.0,-89.0,408.0,-535.0
90000.0,2,1,2,28,0,0,2,2,2,2,5800.0,5400.0,5804.0,0.0,6700.0,0.0,1,-457.0,724.0,3021.0,-1517.0,1373.0
260000.0,1,3,2,48,0,0,0,0,0,0,11500.0,10000.0,5731.0,5654.0,5275.0,4000.0,0,1746.0,-1650.0,-72445.0,-4726.0,-27214.0
90000.0,2,2,2,26,0,0,0,0,0,0,4600.0,4100.0,3900.0,4000.0,3700.0,3700.0,0,46.0,-1014.0,202.0,95.0,-48.0
100000.0,2,2,2,27,3,2,0,0,-1,-1,0.0,4384.0,341.0,1075.0,1442.0,1396.0,1,-3366.0,477.0,-84554.0,-15971.0,367.0
150000.0,2,1,2,31,0,0,0,0,0,0,7000.0,12440.0,10000.0,5000.0,5000.0,10000.0,0,2468.0,5321.0,5343.0,-5230.0,-29808.0
60000.0,2,2,1,46,0,0,0,0,0,0,2145.0,1612.0,1404.0,1442.0,1445.0,1389.0,0,-155.0,-10363.0,-9905.0,37.0,-134.0
80000.0,1,2,1,42,2,0,0,0,0,0,3000.0,3200.0,3000.0,3400.0,3300.0,3500.0,0,-2626.0,1844.0,-4505.0,1634.0,2020.0
80000.0,2,2,1,24,-1,-1,-1,-1,-1,-1,3768.0,1368.0,0.0,1421.0,0.0,0.0,0,-11861.0,-2392.0,-1368.0,1421.0,-1421.0
30000.0,2,2,1,26,1,2,0,0,0,0,0.0,1200.0,256.0,137.0,45.0,0.0,0,-769.0,541.0,-17334.0,-5947.0,-4590.0
20000.0,1,2,1,38,-1,-1,-1,-1,-1,-1,3016.0,3282.0,7055.0,1839.0,2985.0,4988.0,0,378.0,258.0,3754.0,-5189.0,1146.0
50000.0,1,2,2,24,0,0,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0,-34500.0,0.0,0.0,0.0,0.0
250000.0,2,1,2,37,0,0,-1,-1,-1,-1,1007.0,13346.0,9163.0,8338.0,18618.0,1763.0,0,-11962.0,-18663.0,-4183.0,-825.0,9455.0
50000.0,2,1,2,22,0,0,0,0,0,0,1748.0,1253.0,2504.0,1004.0,1509.0,4495.0,1,-129.0,-5891.0,-15933.0,-1016.0,-317.0
120000.0,2,3,2,32,0,0,-1,-1,-1,2,1015.0,890.0,890.0,3040.0,0.0,1580.0,0,-623.0,-3639.0,0.0,2150.0,-2040.0
20000.0,2,2,1,36,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
280000.0,2,3,2,33,-1,-1,-1,-1,-1,-1,2196.0,2194.0,2554.0,2196.0,2119.0,17555.0,0,0.0,-2.0,358.0,-356.0,-77.0
50000.0,2,1,1,35,0,0,0,0,0,-1,3000.0,1200.0,9.0,500.0,462.0,1500.0,0,92.0,-1186.0,-5911.0,-31530.0,-7535.0
360000.0,1,3,2,49,-2,-2,-2,-2,-2,-2,8047.0,200222.0,1044.0,390.0,390.0,343.0,0,7615.0,190877.0,-198450.0,0.0,0.0
100000.0,1,1,2,32,-1,-1,-1,-1,2,-1,671.0,671.0,1642.0,0.0,671.0,671.0,1,0.0,0.0,971.0,-821.0,-150.0
140000.0,2,3,1,42,2,2,2,2,2,0,2300.0,0.0,3800.0,0.0,2000.0,2000.0,0,1246.0,-1080.0,2689.0,-938.0,1176.0
170000.0,2,2,1,33,0,0,0,0,0,0,6558.0,6316.0,3828.0,3569.0,3959.0,3997.0,0,719.0,-1943.0,-49759.0,-2860.0,2737.0
50000.0,2,2,1,33,-1,0,0,0,0,0,1700.0,2080.0,3000.0,1000.0,1000.0,1000.0,0,881.0,968.0,792.0,-16287.0,-3089.0
50000.0,1,3,1,46,0,0,0,0,0,0,1463.0,1733.0,1150.0,1480.0,1200.0,3135.0,0,-21261.0,880.0,417.0,121.0,-576.0
120000.0,1,2,1,47,-1,-1,-1,0,0,-1,260.0,5753.0,1153.0,3.0,1759.0,4084.0,1,-2335.0,2702.0,43.0,-1747.0,609.0
170000.0,2,2,2,38,0,0,0,0,2,2,3991.0,4071.0,4000.0,5600.0,5000.0,4000.0,0,2590.0,2580.0,2474.0,3920.0,3211.0
380000.0,1,2,1,43,-1,0,0,0,0,-2,8000.0,8263.0,7127.0,4000.0,3000.0,2500.0,0,-6893.0,4296.0,-42764.0,-90604.0,1783.0
400000.0,2,3,1,37,0,0,0,0,0,0,4000.0,4000.0,3000.0,3000.0,4000.0,4000.0,0,2158.0,2789.0,1883.0,1740.0,2828.0
50000.0,2,1,2,30,0,0,0,0,0,0,5000.0,2000.0,1000.0,1000.0,1000.0,1000.0,0,-3933.0,-8858.0,803.0,795.0,-4916.0
440000.0,2,2,1,42,1,-2,-2,-2,-2,-2,7324.0,5683.0,20.0,0.0,9901.0,121971.0,0,-15309.0,-1605.0,-5703.0,0.0,9901.0
30000.0,2,2,1,24,2,2,2,2,2,2,0.0,0.0,0.0,0.0,150.0,0.0,0,0.0,0.0,0.0,0.0,150.0
470000.0,1,1,1,39,-1,-1,-1,-1,-1,-1,3595.0,22816.0,2360.0,4356.0,5527.0,6420.0,0,-1977.0,19221.0,-20456.0,1846.0,1321.0
180000.0,2,3,1,40,-1,-1,-2,-1,-1,-1,0.0,0.0,3155.0,1173.0,1021.0,0.0,0,-1903.0,0.0,3155.0,-1982.0,-152.0
110000.0,1,3,2,32,0,-1,-1,-2,-2,-2,223.0,0.0,0.0,0.0,0.0,0.0,1,-33777.0,-223.0,0.0,0.0,0.0
300000.0,1,1,2,25,0,0,0,0,0,0,4103.0,1427.0,600.0,1200.0,2500.0,18000.0,0,-35145.0,-10593.0,-11673.0,-1338.0,364.0
120000.0,2,1,2,31,-1,-1,-1,-1,-1,-1,325.0,325.0,325.0,325.0,1866.0,325.0,0,0.0,0.0,0.0,0.0,1541.0
220000.0,1,1,2,33,-2,-2,-2,-2,-1,0,2108.0,1332.0,1064.0,707.0,9325.0,1500.0,0,-1127.0,-1440.0,398.0,-357.0,8506.0
50000.0,1,1,2,27,0,0,0,0,-1,-1,1600.0,3071.0,500.0,2800.0,900.0,100.0,0,-14152.0,-8594.0,-23906.0,-1061.0,-2121.0
100000.0,1,2,1,43,1,-2,-2,-2,-1,0,0.0,0.0,0.0,551.0,0.0,0.0,0,0.0,0.0,0.0,551.0,0.0
170000.0,2,1,2,30,-2,-2,-2,-2,-2,-2,1958.0,5956.0,1842.0,3959.0,1285.0,0.0,0,-1775.0,3998.0,-4120.0,2123.0,-2674.0
360000.0,2,1,2,37,-1,-1,-1,-1,-1,-1,5865.0,3300.0,6290.0,8220.0,28410.0,4845.0,0,2510.0,-2565.0,2990.0,1930.0,20190.0
180000.0,2,2,2,43,0,0,0,-2,-2,-1,1010.0,1003.0,496.0,1781.0,81032.0,3600.0,0,421.0,-4241.0,-504.0,1281.0,78009.0
120000.0,1,2,2,27,0,0,0,0,0,0,1789.0,2037.0,659.0,802.0,640.0,513.0,0,-4445.0,-2506.0,-5969.0,-1206.0,-1909.0
210000.0,1,3,2,32,-2,-1,-1,-1,-1,-1,1000.0,0.0,1761.0,675.0,752.0,1104.0,0,-649.0,-1000.0,1761.0,-1086.0,77.0
60000.0,1,2,1,56,0,0,0,0,0,0,2000.0,2000.0,1315.0,2000.0,2000.0,2000.0,1,1529.0,1185.0,789.0,1318.0,1282.0
130000.0,1,2,1,40,0,0,0,0,0,0,7261.0,12272.0,10265.0,11546.0,12411.0,10000.0,0,-6472.0,7981.0,-3977.0,3281.0,10865.0
50000.0,2,3,1,36,0,-1,0,0,0,0,1710.0,25000.0,754.0,600.0,800.0,1900.0,0,-2071.0,24257.0,-8740.0,-1513.0,162.0
50000.0,2,3,1,52,1,2,0,0,2,2,0.0,1831.0,3000.0,1182.0,0.0,1228.0,1,-774.0,1331.0,2169.0,505.0,-694.0
100000.0,2,1,1,33,-1,-1,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,402.0,1,-3976.0,0.0,0.0,0.0,0.0
150000.0,2,3,1,43,0,0,0,0,0,0,4348.0,3229.0,3150.0,3348.0,3244.0,8778.0,0,2890.0,700.0,-2646.0,-1964.0,-1286.0
240000.0,1,2,1,38,2,-1,-1,0,0,-1,836.0,2508.0,0.0,0.0,563.0,1090.0,1,-6012.0,1672.0,-836.0,-836.0,-273.0
120000.0,1,2,3,38,-2,-2,-2,-2,-2,-2,3505.0,1711.0,0.0,0.0,0.0,0.0,0,-4292.0,-1789.0,-1710.0,0.0,0.0
80000.0,2,2,1,32,-1,-1,-1,-1,-1,-1,199.0,199.0,199.0,0.0,22109.0,45352.0,1,0.0,0.0,0.0,-199.0,22109.0
210000.0,2,2,1,27,2,2,0,0,0,0,16.0,6800.0,3800.0,5134.0,4000.0,4000.0,1,-7039.0,-5522.0,-39211.0,-6119.0,-7829.0
80000.0,2,2,2,37,-1,2,-1,0,0,0,0.0,10512.0,9529.0,8167.0,5000.0,6220.0,0,-16.0,9410.0,9017.0,7638.0,3711.0
50000.0,2,2,1,38,0,0,2,0,0,0,3000.0,0.0,1000.0,1000.0,1000.0,1000.0,1,2366.0,-666.0,326.0,631.0,605.0
50000.0,2,2,3,52,0,0,0,0,0,0,1844.0,1292.0,804.0,5717.0,823.0,1299.0,0,-146.0,-12285.0,-19797.0,1622.0,231.0
330000.0,2,1,2,34,-1,-1,-1,-1,-1,-1,1488.0,2599.0,17064.0,70464.0,0.0,232972.0,0,61.0,1132.0,14465.0,53400.0,-76517.0
230000.0,1,3,2,28,0,-1,-1,-1,-1,0,65722.0,20000.0,18844.0,34983.0,408.0,14574.0,0,-87244.0,-54056.0,7178.0,16139.0,18952.0
30000.0,1,3,1,44,4,3,2,2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,1,-259.0,-262.0,-6700.0,0.0,0.0
50000.0,1,1,1,41,2,0,0,0,0,0,1669.0,1684.0,1600.0,2000.0,1753.0,1696.0,1,1035.0,1015.0,916.0,1318.0,1033.0
220000.0,1,1,2,37,2,2,0,0,0,0,0.0,9000.0,7000.0,7500.0,7100.0,7500.0,0,-4368.0,4467.0,2411.0,4293.0,3735.0
270000.0,2,1,2,27,0,0,0,0,0,-1,1500.0,2000.0,2000.0,1000.0,37500.0,1000.0,0,-43.0,1758.0,-8877.0,-1853.0,34200.0
160000.0,1,1,1,44,0,0,0,0,0,0,7200.0,8000.0,5510.0,5800.0,6000.0,5500.0,0,1523.0,823.0,-5538.0,955.0,1181.0
10000.0,2,2,1,24,1,2,2,2,2,2,0.0,1600.0,0.0,600.0,500.0,0.0,0,-206.0,1378.0,-227.0,371.0,267.0
20000.0,1,2,2,25,0,0,0,0,0,0,1406.0,1400.0,0.0,0.0,0.0,0.0,0,1160.0,994.0,-400.0,0.0,-16760.0
30000.0,1,3,2,25,2,2,2,0,0,2,2390.0,0.0,859.0,2097.0,0.0,1092.0,1,1728.0,-687.0,469.0,1709.0,-561.0
210000.0,2,2,2,32,0,0,0,2,0,0,4000.0,7500.0,0.0,3000.0,5000.0,5000.0,0,2621.0,5826.0,-2217.0,296.0,1878.0
250000.0,2,2,1,50,0,0,2,0,0,0,11500.0,0.0,3543.0,3700.0,3547.0,3165.0,0,6136.0,-3724.0,-22933.0,774.0,580.0
50000.0,1,2,2,28,0,0,0,0,0,0,1500.0,1500.0,1000.0,1000.0,1500.0,1100.0,0,1120.0,1090.0,576.0,579.0,1053.0
180000.0,2,1,2,28,-2,-2,-2,-2,-2,-2,1133.0,572.0,803.0,916.0,1189.0,375.0,0,549.0,-561.0,231.0,113.0,273.0
200000.0,1,1,2,35,-1,-1,-1,-1,-1,-1,24325.0,40265.0,15159.0,14079.0,20878.0,26716.0,0,16896.0,15933.0,-25155.0,-1024.0,6799.0
350000.0,1,1,1,38,-2,-2,-1,0,0,-2,941.0,44743.0,0.0,884.0,9924.0,10824.0,1,-12339.0,40044.0,-8931.0,-34349.0,9040.0
20000.0,1,1,2,22,0,0,0,0,0,0,1300.0,1611.0,700.0,704.0,867.0,597.0,0,450.0,368.0,89.0,397.0,544.0
30000.0,1,3,2,36,0,0,0,-2,-2,-2,1768.0,0.0,0.0,0.0,0.0,0.0,1,-329.0,-29999.0,0.0,0.0,0.0
20000.0,1,1,1,34,2,0,0,2,2,2,2000.0,2000.0,0.0,4000.0,0.0,4000.0,0,1460.0,1430.0,-553.0,3580.0,-612.0
140000.0,2,3,2,59,2,0,0,0,0,0,3000.0,2000.0,2000.0,2000.0,3000.0,3000.0,1,1403.0,284.0,22.0,1670.0,2649.0
30000.0,1,3,1,44,2,2,2,0,0,0,4500.0,0.0,1500.0,1200.0,2000.0,3000.0,1,3885.0,-655.0,832.0,680.0,1599.0
180000.0,2,1,2,30,0,0,-1,0,0,-2,1205.0,9402.0,0.0,0.0,0.0,0.0,0,-5929.0,-653.0,-909.0,-8252.0,0.0
20000.0,2,2,2,25,0,0,0,0,0,3,1320.0,2181.0,900.0,2000.0,0.0,0.0,0,1030.0,1862.0,719.0,1658.0,-502.0
100000.0,2,3,1,36,2,2,2,2,2,2,3000.0,2000.0,4600.0,3000.0,2200.0,2500.0,1,1551.0,500.0,3672.0,1892.0,1036.0
100000.0,2,3,1,36,0,0,2,0,0,2,16608.0,0.0,4233.0,9200.0,21000.0,4000.0,1,13363.0,-3319.0,890.0,7195.0,18718.0
20000.0,1,2,1,45,-2,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,19409.0,0,0.0,0.0,0.0,0.0,0.0
350000.0,1,1,1,31,0,0,0,2,0,0,3000.0,3000.0,0.0,5000.0,5000.0,5000.0,1,2372.0,2234.0,-479.0,4606.0,-7215.0
80000.0,2,2,1,32,0,0,0,0,0,0,3000.0,2500.0,2000.0,3000.0,2000.0,1500.0,0,-10669.0,-5099.0,-10449.0,1832.0,-11566.0
120000.0,2,3,1,49,0,0,0,0,0,0,2000.0,3000.0,2000.0,3000.0,7000.0,3000.0,0,-169.0,748.0,-140.0,854.0,4756.0
210000.0,2,2,2,30,-1,0,0,0,0,0,32000.0,2000.0,1500.0,1500.0,1400.0,1600.0,0,31603.0,1138.0,926.0,928.0,798.0
120000.0,1,1,1,37,-1,-1,-1,-1,-1,-1,3872.0,52150.0,2740.0,4626.0,802.0,0.0,0,-28178.0,48278.0,-49410.0,1886.0,-3824.0
20000.0,1,2,2,22,0,0,2,0,0,0,2000.0,1000.0,1000.0,1000.0,1000.0,8100.0,0,1858.0,534.0,523.0,816.0,800.0
200000.0,1,3,2,25,-2,-2,-2,-2,-1,-1,753.0,547.0,2.0,2042.0,0.0,0.0,0,-95.0,-206.0,-549.0,2042.0,-2040.0
50000.0,2,2,2,54,-1,4,3,2,3,2,0.0,0.0,323.0,0.0,0.0,1188.0,0,-13.0,-21.0,323.0,-300.0,-546.0
170000.0,1,2,1,37,-2,-2,-2,-2,-2,-2,6321.0,102108.0,2120.0,2873.0,0.0,870.0,0,686.0,95787.0,-99988.0,753.0,-2873.0
450000.0,1,1,1,37,1,-1,-1,-2,-2,-2,245.0,0.0,0.0,0.0,0.0,0.0,0,245.0,-245.0,0.0,0.0,0.0
300000.0,1,1,2,34,-1,-1,-1,-1,-1,-1,396.0,396.0,0.0,792.0,68095.0,1700.0,0,0.0,0.0,-396.0,792.0,67303.0
300000.0,1,1,2,36,0,0,0,0,0,0,13000.0,13116.0,11000.0,11000.0,12000.0,9300.0,0,6088.0,6517.0,-1884.0,-10490.0,-5335.0
280000.0,1,2,1,37,-2,-1,-1,-2,-2,-2,11009.0,9370.0,7486.0,4402.0,3646.0,6059.0,0,8974.0,-1649.0,-1880.0,-3078.0,-756.0
170000.0,1,1,2,39,0,0,0,0,0,0,13000.0,6154.0,15000.0,6000.0,7000.0,5000.0,0,16693.0,-16758.0,-33109.0,3333.0,-1856.0
60000.0,1,1,1,38,2,0,0,0,2,2,2000.0,2000.0,2800.0,1500.0,0.0,1500.0,1,1213.0,1170.0,2261.0,799.0,-720.0
50000.0,1,2,2,29,0,0,0,0,0,0,1437.0,1236.0,649.0,831.0,568.0,226.0,0,-359.0,-318.0,-1931.0,-1745.0,-3830.0
380000.0,1,2,1,38,-2,-2,-2,-1,-1,-2,0.0,990.0,2086.0,0.0,4069.0,10000.0,0,0.0,990.0,1096.0,-2086.0,4069.0
70000.0,2,1,1,40,2,0,0,2,2,2,1800.0,3700.0,0.0,3707.0,1900.0,0.0,1,-2566.0,2989.0,-1035.0,2985.0,968.0
430000.0,1,1,1,48,-2,-2,-2,-2,-2,-2,52226.0,46935.0,0.0,46987.0,882.0,0.0,0,47744.0,-5278.0,-46935.0,46987.0,-46105.0
180000.0,1,1,1,38,-1,-1,-1,-1,-1,-1,326.0,326.0,326.0,326.0,326.0,326.0,0,0.0,0.0,0.0,0.0,0.0
330000.0,2,2,1,41,1,2,2,2,2,2,0.0,22200.0,12000.0,12000.0,978.0,23500.0,0,-6021.0,17402.0,5487.0,6958.0,-4264.0
250000.0,2,1,2,26,-1,-1,-2,-2,-1,-1,0.0,0.0,0.0,2546.0,0.0,0.0,0,-7374.0,0.0,0.0,2546.0,-2546.0
480000.0,2,1,1,38,0,0,0,0,0,0,15000.0,16000.0,12008.0,11000.0,11000.0,11000.0,0,7863.0,-30835.0,-56154.0,-15645.0,6389.0
210000.0,1,2,2,37,-1,-1,-1,2,-1,0,3037.0,1200.0,0.0,1089.0,1201.0,1031.0,0,1147.0,-608.0,-1606.0,266.0,362.0
160000.0,1,2,2,26,0,0,0,0,-1,0,8026.0,7804.0,7730.0,67296.0,1340.0,1280.0,0,-754.0,-6635.0,4450.0,18714.0,-3364.0
390000.0,1,4,2,29,1,2,0,0,0,0,0.0,14414.0,14411.0,76000.0,15000.0,13000.0,0,-9935.0,-2131.0,-27933.0,-62410.0,-687.0
280000.0,1,1,1,44,1,-2,-2,-2,-2,-1,360.0,360.0,360.0,317.0,6252.0,8.0,0,-360.0,-360.0,-360.0,-360.0,5842.0
50000.0,1,2,1,33,-2,-2,-2,-2,-2,-2,390.0,0.0,780.0,0.0,0.0,0.0,0,0.0,-390.0,780.0,-780.0,0.0
350000.0,1,1,1,60,1,-1,-1,-1,-2,-1,1150.0,4576.0,0.0,0.0,1206.0,0.0,1,1150.0,3426.0,-4576.0,0.0,1206.0
230000.0,2,1,2,40,-2,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0,-360.0,0.0,0.0,0.0,0.0
200000.0,1,3,3,36,-2,-2,-2,-2,-2,-2,89187.0,14178.0,41359.0,9140.0,0.0,0.0,0,76976.0,-68491.0,27230.0,-32219.0,-9140.0
30000.0,1,2,2,47,0,0,0,0,0,0,1600.0,1500.0,1500.0,1500.0,2000.0,2301.0,0,29.0,-102.0,-29.0,-30.0,427.0
50000.0,1,2,1,37,-1,-1,-1,-1,-1,-1,22530.0,6640.0,5410.0,9570.0,1500.0,0.0,0,17730.0,-15809.0,-1230.0,4160.0,-8070.0
180000.0,1,1,2,26,0,0,0,-1,-1,-1,1573.0,3007.0,4394.0,200.0,200.0,200.0,0,868.0,-13341.0,-7597.0,-4194.0,0.0
150000.0,2,3,1,45,0,0,0,0,0,0,5457.0,5661.0,4636.0,4800.0,4850.0,5000.0,1,3177.0,3043.0,-18128.0,2712.0,2650.0
70000.0,1,1,2,27,0,0,0,0,0,2,2100.0,2000.0,1200.0,2590.0,0.0,1000.0,0,293.0,876.0,-11836.0,1499.0,-1106.0
150000.0,1,2,2,26,0,0,0,0,0,0,1158.0,1181.0,1500.0,836.0,1200.0,2000.0,0,-264.0,1023.0,1319.0,647.0,992.0
50000.0,1,3,2,25,1,2,2,0,0,2,2000.0,0.0,2000.0,6000.0,300.0,3000.0,0,1009.0,-1021.0,986.0,4853.0,-1058.0
430000.0,2,2,1,42,0,0,0,0,0,0,3243.0,3200.0,3185.0,3500.0,3500.0,3420.0,0,657.0,552.0,596.0,934.0,700.0
70000.0,1,1,2,25,-1,2,2,2,2,0,1100.0,0.0,624.0,0.0,500.0,1000.0,1,894.0,-221.0,551.0,-221.0,273.0
20000.0,1,3,2,36,1,-1,-1,-1,-1,-1,832.0,0.0,832.0,1486.0,0.0,1248.0,0,832.0,-832.0,832.0,654.0,-1486.0
310000.0,2,1,1,33,-2,-2,-2,-2,-2,-2,894.0,0.0,0.0,0.0,0.0,0.0,1,779.0,-894.0,0.0,0.0,0.0
160000.0,2,2,1,23,0,0,0,0,0,0,10008.0,20014.0,1894.0,6425.0,2204.0,62529.0,0,-26944.0,-886.0,-13425.0,-10854.0,-16482.0
30000.0,1,3,2,38,1,2,0,0,0,0,0.0,2000.0,1000.0,1500.0,1052.0,591.0,0,-796.0,-2434.0,244.0,1054.0,573.0
480000.0,2,3,1,39,-2,-2,-1,-1,-1,0,73428.0,20496.0,34.0,23682.0,29.0,10565.0,0,23336.0,-7333.0,-47411.0,3755.0,-11034.0
180000.0,2,1,2,28,0,0,0,2,0,0,6700.0,10605.0,0.0,4751.0,1754.0,0.0,1,5096.0,5963.0,-8816.0,-2935.0,-48885.0
210000.0,1,2,1,40,-1,-1,0,0,0,0,15266.0,2500.0,1200.0,3000.0,1077.0,2104.0,0,10136.0,-3843.0,-2094.0,3000.0,-2290.0
360000.0,1,1,2,30,-1,-1,-1,-1,-1,-1,313.0,313.0,313.0,252.0,1.0,95971.0,1,0.0,0.0,0.0,-61.0,-312.0
180000.0,1,3,2,31,2,2,0,0,0,0,0.0,1800.0,1230.0,1200.0,1350.0,2310.0,0,-1277.0,402.0,24.0,151.0,-4527.0
200000.0,2,1,2,29,1,2,0,0,2,2,0.0,5000.0,1000.0,0.0,2000.0,0.0,0,-1878.0,1119.0,-682.0,-482.0,-595.0
50000.0,1,3,2,22,0,0,-1,0,0,0,2150.0,956.0,20.0,1000.0,1000.0,1000.0,1,-3973.0,-43494.0,20.0,1000.0,963.0
240000.0,1,2,1,48,0,-1,-1,-2,-1,-1,783.0,0.0,0.0,3853.0,29252.0,16747.0,1,-3189.0,-783.0,0.0,3853.0,25399.0
180000.0,2,1,2,29,0,0,0,0,0,0,1745.0,1200.0,1531.0,3500.0,0.0,0.0,0,-12874.0,-10545.0,-2669.0,600.0,-10131.0
80000.0,2,3,1,33,-1,-1,0,-1,-1,-2,107.0,1000.0,1338.0,0.0,0.0,1080.0,0,-218.0,1000.0,231.0,-1338.0,0.0
50000.0,2,3,1,32,0,0,0,0,0,0,3000.0,4000.0,1000.0,1000.0,2000.0,1000.0,0,2004.0,2795.0,-30179.0,568.0,1691.0
280000.0,2,2,1,36,0,0,0,0,0,0,5005.0,7066.0,10000.0,5000.0,1823.0,4225.0,0,-967.0,-4503.0,1142.0,3177.0,-98829.0
70000.0,2,1,2,29,0,0,0,0,0,0,3000.0,3000.0,7000.0,10000.0,15000.0,1000.0,0,-1617.0,-1369.0,3211.0,171.0,4269.0
400000.0,1,1,2,36,-1,-1,-1,-1,-1,-2,11219.0,0.0,377.0,0.0,0.0,1759.0,0,4919.0,-11153.0,377.0,-376.0,0.0
210000.0,2,3,1,45,-1,-1,-1,-1,-1,-1,430.0,430.0,430.0,430.0,430.0,10798.0,0,0.0,0.0,0.0,0.0,0.0
80000.0,1,3,2,33,0,0,0,0,0,0,2068.0,2081.0,2113.0,5000.0,2264.0,2342.0,0,1174.0,1126.0,1168.0,3099.0,1233.0
30000.0,2,2,2,24,2,2,7,7,7,7,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
310000.0,1,2,2,29,2,2,2,-1,2,-1,0.0,0.0,20334.0,0.0,21573.0,0.0,0,0.0,0.0,19934.0,-1284.0,2523.0
360000.0,2,3,2,27,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
200000.0,1,2,2,28,-1,0,0,0,-1,-1,20044.0,10198.0,15083.0,15450.0,11593.0,18784.0,0,1088.0,-5537.0,-3689.0,-6262.0,-3845.0
50000.0,1,2,1,33,0,0,0,0,0,0,1823.0,1500.0,1000.0,1000.0,1000.0,1000.0,0,-4812.0,-12009.0,-14389.0,-296.0,683.0
320000.0,2,2,1,41,0,0,0,0,0,0,5000.0,2000.0,2000.0,3000.0,3000.0,1500.0,0,3965.0,-15094.0,-3308.0,-373.0,903.0
60000.0,1,2,2,27,0,0,0,2,2,0,3300.0,3900.0,1500.0,0.0,1074.0,1200.0,0,2603.0,3140.0,724.0,-614.0,437.0
230000.0,2,1,2,30,2,2,2,2,2,2,10000.0,8500.0,8500.0,8500.0,32000.0,200.0,0,5010.0,3334.0,3269.0,4702.0,27748.0
150000.0,2,1,1,44,-1,-1,-1,-2,-2,-2,1367.0,0.0,0.0,0.0,0.0,0.0,1,-476.0,-1367.0,0.0,0.0,0.0
360000.0,2,1,1,39,-1,-1,-1,-1,-1,-1,853.0,165.0,300.0,0.0,1790.0,0.0,0,688.0,-688.0,135.0,-300.0,1790.0
50000.0,1,1,2,34,0,0,0,0,0,0,10000.0,10000.0,1500.0,3000.0,2803.0,5000.0,0,7405.0,-5274.0,-4260.0,-2106.0,-3026.0
